rank,layout_name,word_count,total_frequency,sequence_count,collision_count,collision_group_count,collided_word_count,collided_frequency,weighted_collision_score,weighted_collision_pairs,high_frequency_word_collision_count,average_candidate_ambiguity,first_2_character_ambiguity,first_3_character_ambiguity,channel_load_distribution,channel_entropy,entropy_balance_score,pinky_burden,ring_burden,core_channel_burden,hand_alternation_rate,convergence_auc,average_elimination_rate,average_uniqueness_step,reconstruction_confidence,intent_resolution_score,learnability_index,memorization_complexity,average_field_diversity,cognitive_grouping_score,mnemonic_quality,estimated_learning_difficulty,score,layout
75,evolved_rank_75,800,197112053607,752,48,38,86,53672056922,142256525.9981743,28040475978497721324,25,1.3835296807050024,18.085740025014886,3.79418498787555,"{""0"": 54745624125, ""1"": 68072109328, ""2"": 85480654508, ""3"": 59614553832, ""4"": 75747458268, ""5"": 1057875848, ""6"": 14713512394, ""7"": 138036218014, ""8"": 10880723669, ""9"": 54372338774}",0.8816722333547004,0.8816722333547004,0.19391128030704446,0.14030545039121914,0.6657832693017364,0.5391760593116285,9.77879338242657,0.17784772132922197,12.27067887852448,0.6457261618245345,238742857056.97003,0.8692482531933268,0.3525058226889108,1.0,0.9,1.0,0.13075174680667323,240812661413.5739,"{""a"": 4, ""b"": 3, ""c"": 3, ""d"": 2, ""e"": 7, ""f"": 4, ""g"": 6, ""h"": 7, ""i"": 3, ""j"": 5, ""k"": 5, ""l"": 8, ""m"": 9, ""n"": 9, ""o"": 1, ""p"": 1, ""q"": 4, ""r"": 0, ""s"": 7, ""t"": 2, ""u"": 6, ""v"": 3, ""w"": 0, ""x"": 2, ""y"": 0, ""z"": 0}"
76,evolved_rank_76,800,197112053607,757,43,34,77,70858136316,138262548.94470695,27253214959429535261,20,1.442029495906514,16.378542341737088,3.3035331314151315,"{""0"": 1057714344, ""1"": 28742813670, ""2"": 54372338774, ""3"": 105341492552, ""4"": 20146761068, ""5"": 76332776340, ""6"": 25548491293, ""7"": 76218230016, ""8"": 95643075479, ""9"": 79317375224}",0.9041773832919264,0.9041773832919264,0.14283291319643107,0.22104359700462978,0.6361234897989392,0.5731217743367525,9.857591086575725,0.17173379916626422,11.890687772331976,0.582783401993436,239141571470.1659,0.8272355945207804,0.4925480182640653,1.0,0.9,1.0,0.1727644054792196,241221254416.27234,"{""a"": 7, ""b"": 1, ""c"": 4, ""d"": 3, ""e"": 9, ""f"": 6, ""g"": 3, ""h"": 3, ""i"": 3, ""j"": 7, ""k"": 0, ""l"": 5, ""m"": 2, ""n"": 2, ""o"": 5, ""p"": 1, ""q"": 5, ""r"": 7, ""s"": 8, ""t"": 8, ""u"": 4, ""v"": 1, ""w"": 9, ""x"": 5, ""y"": 1, ""z"": 1}"
77,evolved_rank_77,800,197112053607,748,52,42,94,50247278512,17079097.744709965,3366496030214463043,22,1.3462941547810852,17.01649492838973,3.7841541026769097,"{""0"": 4186798633, ""1"": 41151064727, ""2"": 25548491293, ""3"": 89242494425, ""4"": 55847583262, ""5"": 52492237755, ""6"": 63143776021, ""7"": 28726368727, ""8"": 76037752205, ""9"": 126344501712}",0.9180446344781351,0.9180446344781351,0.23196448043545972,0.20825382847355395,0.5597816910909863,0.4063622475852423,9.663159549021472,0.17648087581313435,12.688825659250186,0.692557571518052,238843604308.00333,0.7076923076923077,0.3076923076923077,1.0,1.0,0.20000000000000007,0.29230769230769227,241365298259.80762,"{""a"": 3, ""b"": 5, ""c"": 9, ""d"": 1, ""e"": 6, ""f"": 2, ""g"": 4, ""h"": 9, ""i"": 5, ""j"": 0, ""k"": 0, ""l"": 4, ""m"": 8, ""n"": 4, ""o"": 8, ""p"": 0, ""q"": 6, ""r"": 3, ""s"": 1, ""t"": 9, ""u"": 3, ""v"": 5, ""w"": 7, ""x"": 1, ""y"": 7, ""z"": 5}"
78,evolved_rank_78,800,197112053607,751,49,41,90,62330908641,243360596.1915016,47969306882330742871,24,1.337486212307605,16.41126975377482,3.4656165481487364,"{""0"": 72063438746, ""1"": 53774353881, ""2"": 59048425889, ""3"": 27746309119, ""4"": 27076969742, ""5"": 87989391454, ""6"": 77495821284, ""7"": 65184422725, ""8"": 13024560696, ""9"": 79317375224}",0.9531655402131861,0.9531655402131861,0.26901572088562364,0.1187069727532979,0.6122773063610785,0.6982140046195886,9.468225576317613,0.17698164873017871,13.13422871582857,0.6016813823849696,239754213875.41324,0.7184733136280805,0.1884222879063983,1.0,0.9,0.20000000000000007,0.28152668637191947,241684554880.2032,"{""a"": 7, ""b"": 2, ""c"": 5, ""d"": 7, ""e"": 9, ""f"": 3, ""g"": 3, ""h"": 2, ""i"": 1, ""j"": 2, ""k"": 4, ""l"": 5, ""m"": 1, ""n"": 0, ""o"": 6, ""p"": 0, ""q"": 8, ""r"": 4, ""s"": 0, ""t"": 5, ""u"": 8, ""v"": 1, ""w"": 9, ""x"": 3, ""y"": 6, ""z"": 4}"
79,evolved_rank_79,800,197112053607,750,50,40,90,81628650194,232228349.43181118,45775006862268296896,30,1.5010779495094888,21.08916049529391,3.6726606311776124,"{""0"": 92823189001, ""1"": 26588887540, ""2"": 171364600893, ""3"": 4818170770, ""4"": 76218203295, ""5"": 81906660375, ""6"": 4306520952, ""7"": 25656761927, ""8"": 55604715597, ""9"": 23433358410}",0.8402633931487218,0.8402633931487218,0.20659711154441118,0.14606455613634664,0.6473383323192422,0.4906876272209119,9.424327392737249,0.17154754170076403,12.986936789283654,0.5127160646273689,239898502382.37143,0.8434733136280805,0.1884222879063983,1.0,1.0,0.5999999999999999,0.15652668637191952,242152252617.5172,"{""a"": 4, ""b"": 0, ""c"": 5, ""d"": 1, ""e"": 2, ""f"": 5, ""g"": 3, ""h"": 5, ""i"": 8, ""j"": 3, ""k"": 6, ""l"": 9, ""m"": 1, ""n"": 2, ""o"": 2, ""p"": 3, ""q"": 4, ""r"": 4, ""s"": 7, ""t"": 0, ""u"": 0, ""v"": 6, ""w"": 8, ""x"": 1, ""y"": 9, ""z"": 7}"
80,evolved_rank_80,800,197112053607,747,53,41,94,53013741674,298798705.7619739,58896826507856427322,29,1.3890723926599915,16.136425943065944,3.360714603581579,"{""0"": 72956071696, ""1"": 85667890156, ""2"": 95462483626, ""3"": 75747458268, ""4"": 14713673898, ""5"": 62596640721, ""6"": 0, ""7"": 64943186543, ""8"": 21975289331, ""9"": 68658374521}",0.9095868681376643,0.9095868681376643,0.25166011027285423,0.19129047313654024,0.5570494165906055,0.636652116635013,9.610165754348442,0.17466285490479422,12.910090128986559,0.6326875777908855,239983323022.10135,0.7484846926971092,0.521717691009636,0.9,0.9,0.7999999999999999,0.25151530730289084,242308187811.70685,"{""a"": 3, ""b"": 0, ""c"": 5, ""d"": 5, ""e"": 0, ""f"": 3, ""g"": 4, ""h"": 9, ""i"": 5, ""j"": 4, ""k"": 5, ""l"": 8, ""m"": 8, ""n"": 2, ""o"": 7, ""p"": 1, ""q"": 3, ""r"": 2, ""s"": 2, ""t"": 1, ""u"": 4, ""v"": 9, ""w"": 9, ""x"": 2, ""y"": 1, ""z"": 5}"
81,evolved_rank_81,800,197112053607,749,51,39,90,71679134777,709273746.727111,139806404786912044343,29,1.592017419511355,18.01788106923703,3.835298307196739,"{""0"": 117889246285, ""1"": 109910180919, ""2"": 124402904774, ""3"": 10371141763, ""4"": 1566445689, ""5"": 12941514747, ""6"": 13024444991, ""7"": 36537466518, ""8"": 75747323485, ""9"": 60330399589}",0.8385735985536857,0.8385735985536857,0.31671045526466773,0.32992812018414536,0.3533614245511869,0.5554740326302197,9.70705084714555,0.1714596522382173,12.339586590997918,0.5618653038124856,239716000331.74667,0.6826923076923077,0.3076923076923077,1.0,0.9,0.20000000000000007,0.3173076923076923,243264580689.74237,"{""a"": 8, ""b"": 5, ""c"": 3, ""d"": 2, ""e"": 0, ""f"": 8, ""g"": 1, ""h"": 9, ""i"": 2, ""j"": 5, ""k"": 4, ""l"": 7, ""m"": 9, ""n"": 1, ""o"": 1, ""p"": 5, ""q"": 1, ""r"": 0, ""s"": 7, ""t"": 2, ""u"": 6, ""v"": 3, ""w"": 0, ""x"": 4, ""y"": 0, ""z"": 6}"
82,evolved_rank_82,800,197112053607,749,51,39,90,61296228301,623595901.6610187,122918268797312230382,25,1.4718998789513738,17.048308726101475,3.351683153726415,"{""0"": 88800384087, ""1"": 88794106457, ""2"": 19078, ""3"": 109417475745, ""4"": 0, ""5"": 23165640032, ""6"": 109910046136, ""7"": 38571871061, ""8"": 33931422033, ""9"": 70130104131}",0.8529782962419938,0.8529782962419938,0.2824320912103323,0.21809300433771803,0.49947490445194964,0.3969262502300997,9.733712670347355,0.17294493427434834,12.556632050568336,0.5813908554952535,240722241413.69083,0.7484846926971092,0.521717691009636,0.9,0.9,0.8,0.2515153073028908,243678668569.10324,"{""a"": 9, ""b"": 8, ""c"": 5, ""d"": 5, ""e"": 0, ""f"": 1, ""g"": 6, ""h"": 1, ""i"": 3, ""j"": 3, ""k"": 5, ""l"": 1, ""m"": 8, ""n"": 6, ""o"": 6, ""p"": 1, ""q"": 1, ""r"": 7, ""s"": 0, ""t"": 3, ""u"": 8, ""v"": 9, ""w"": 9, ""x"": 9, ""y"": 7, ""z"": 2}"
83,evolved_rank_83,800,197112053607,751,49,39,88,79590172507,388029602.0996061,76485311730160432064,30,1.469532929287655,16.178574796020236,3.8086346124970794,"{""0"": 76218087590, ""1"": 79920830067, ""2"": 81877952156, ""3"": 12552931028, ""4"": 5446624434, ""5"": 101145657149, ""6"": 88800384087, ""7"": 16153348698, ""8"": 60116557596, ""9"": 40488695955}",0.9069071832653057,0.9069071832653057,0.2073972168878847,0.24885755205786655,0.5437452310542488,0.3622425080070219,9.598560980870621,0.17361460193818865,12.830750608115956,0.5328918591068332,241468473156.76132,0.7684733136280806,0.1884222879063983,1.0,0.9,0.4,0.23152668637191948,244134627518.99573,"{""a"": 0, ""b"": 2, ""c"": 2, ""d"": 5, ""e"": 6, ""f"": 1, ""g"": 4, ""h"": 8, ""i"": 9, ""j"": 3, ""k"": 9, ""l"": 8, ""m"": 1, ""n"": 1, ""o"": 2, ""p"": 7, ""q"": 3, ""r"": 0, ""s"": 6, ""t"": 5, ""u"": 7, ""v"": 4, ""w"": 5, ""x"": 4, ""y"": 3, ""z"": 0}"
84,evolved_rank_84,800,197112053607,742,58,44,102,69874663737,118020157.96980992,23263195704451782108,26,1.5188854511704393,18.70495173798476,4.0896085071297374,"{""0"": 136627287799, ""1"": 38538799185, ""2"": 25656904353, ""3"": 57665378752, ""4"": 86779034092, ""5"": 80867191082, ""6"": 11094565662, ""7"": 76256054830, ""8"": 0, ""9"": 49235853005}",0.8816378951788731,0.8816378951788731,0.33029355238744484,0.06848650481476243,0.6012199427977928,0.42672784286435234,9.632574468287473,0.17461940962546352,12.990204595956117,0.572268584943575,242103075379.98874,0.5734846926971092,0.521717691009636,0.9,1.0,0.0,0.4265153073028908,244474665063.7414,"{""a"": 7, ""b"": 1, ""c"": 4, ""d"": 3, ""e"": 0, ""f"": 7, ""g"": 4, ""h"": 9, ""i"": 3, ""j"": 2, ""k"": 0, ""l"": 5, ""m"": 6, ""n"": 0, ""o"": 4, ""p"": 0, ""q"": 5, ""r"": 0, ""s"": 2, ""t"": 5, ""u"": 4, ""v"": 3, ""w"": 1, ""x"": 7, ""y"": 1, ""z"": 9}"
85,evolved_rank_85,800,197112053607,749,51,41,92,67103872227,670723748.4172736,132207735453513633294,30,1.5441626928501082,18.694957082655726,4.0555036050906,"{""0"": 23894570715, ""1"": 41722386783, ""2"": 84618156439, ""3"": 82556142780, ""4"": 75255089325, ""5"": 81258154556, ""6"": 89629813803, ""7"": 11603297007, ""8"": 3248941391, ""9"": 68934515961}",0.9127335817387874,0.9127335817387874,0.16496465447891648,0.07991761935108961,0.755117726169994,0.4018702050946798,9.563743070413178,0.1744482974408193,13.311236931275223,0.5956482683808356,242677434209.07898,0.7434733136280806,0.1884222879063983,1.0,1.0,0.20000000000000007,0.25652668637191944,244557202624.7223,"{""a"": 6, ""b"": 0, ""c"": 2, ""d"": 5, ""e"": 5, ""f"": 1, ""g"": 3, ""h"": 4, ""i"": 6, ""j"": 1, ""k"": 0, ""l"": 3, ""m"": 7, ""n"": 9, ""o"": 2, ""p"": 5, ""q"": 8, ""r"": 4, ""s"": 9, ""t"": 3, ""u"": 0, ""v"": 8, ""w"": 1, ""x"": 7, ""y"": 2, ""z"": 4}"
86,evolved_rank_86,800,197112053607,750,50,35,85,47803161953,72663664.95795353,14322884222473222033,28,1.3296060554142224,16.701956943642163,3.8054780761076787,"{""0"": 159149210188, ""1"": 103982485119, ""2"": 51369419624, ""3"": 55338001356, ""4"": 25656742849, ""5"": 89741361395, ""6"": 0, ""7"": 3637815634, ""8"": 12552634741, ""9"": 61293397854}",0.8287621876984084,0.8287621876984084,0.3917440100968008,0.20709215689541227,0.4011638330077869,0.42431552483485596,9.729941639574838,0.17802061772739114,12.900656642667617,0.6831334167948523,241097618282.9669,0.5823081206104335,0.5756395979652218,0.9,0.9,0.20000000000000007,0.41769187938956653,244559241956.02908,"{""a"": 9, ""b"": 5, ""c"": 3, ""d"": 5, ""e"": 0, ""f"": 1, ""g"": 3, ""h"": 1, ""i"": 2, ""j"": 7, ""k"": 2, ""l"": 2, ""m"": 9, ""n"": 3, ""o"": 5, ""p"": 7, ""q"": 5, ""r"": 0, ""s"": 4, ""t"": 0, ""u"": 1, ""v"": 3, ""w"": 1, ""x"": 7, ""y"": 8, ""z"": 5}"
87,evolved_rank_87,800,197112053607,748,52,39,91,38524133865,74889573.4816095,14761637622712376887,26,1.2372418741587263,15.633871204614971,3.261405760820353,"{""0"": 106421414350, ""1"": 106221132645, ""2"": 12552815323, ""3"": 69986332630, ""4"": 60011262650, ""5"": 54616222083, ""6"": 46553316766, ""7"": 53365065650, ""8"": 3757672736, ""9"": 49235833927}",0.9185353575899403,0.9185353575899403,0.2766152840518358,0.1954410657190194,0.5279436502291448,0.5899309927594115,9.764826614002684,0.17800468251315696,13.116997341786007,0.7234673285395457,242145515099.21762,0.8365384615384616,0.4615384615384615,1.0,0.9,1.0,0.16346153846153844,244642215255.34952,"{""a"": 4, ""b"": 4, ""c"": 6, ""d"": 5, ""e"": 0, ""f"": 5, ""g"": 7, ""h"": 9, ""i"": 6, ""j"": 2, ""k"": 5, ""l"": 1, ""m"": 1, ""n"": 0, ""o"": 1, ""p"": 1, ""q"": 8, ""r"": 7, ""s"": 7, ""t"": 3, ""u"": 5, ""v"": 8, ""w"": 1, ""x"": 8, ""y"": 2, ""z"": 2}"
88,evolved_rank_88,800,197112053607,752,48,34,82,38069365419,40791423.85015023,8040481324656670128,19,1.3489624202035977,16.659657199190086,3.688132128004896,"{""0"": 10880858452, ""1"": 44851148064, ""2"": 81080917370, ""3"": 85980497609, ""4"": 54505353144, ""5"": 105585519925, ""6"": 89831089878, ""7"": 50925081912, ""8"": 0, ""9"": 39080602406}",0.9032169459634409,0.9032169459634409,0.08878548117648055,0.07970404975742781,0.8315104690660916,0.6349053280205891,9.934679839831688,0.17711072532918032,12.96110158793593,0.7246653121720982,243871806350.062,0.7242482531933268,0.3525058226889108,0.9,1.0,0.4,0.27575174680667325,245314794087.21014,"{""a"": 4, ""b"": 3, ""c"": 6, ""d"": 5, ""e"": 3, ""f"": 1, ""g"": 7, ""h"": 7, ""i"": 6, ""j"": 7, ""k"": 4, ""l"": 0, ""m"": 2, ""n"": 6, ""o"": 5, ""p"": 1, ""q"": 0, ""r"": 9, ""s"": 5, ""t"": 2, ""u"": 3, ""v"": 4, ""w"": 1, ""x"": 9, ""y"": 9, ""z"": 2}"
89,evolved_rank_89,800,197112053607,756,44,35,79,46430981454,35548806.5062081,7007098253716561382,20,1.31669312020086,22.293041372310824,4.406307999289983,"{""0"": 103515057604, ""1"": 56061425255, ""2"": 102574784353, ""3"": 124983157412, ""4"": 27043878788, ""5"": 6377748471, ""6"": 14985725316, ""7"": 11389455014, ""8"": 38681168762, ""9"": 77108667785}",0.8747647089466548,0.8747647089466548,0.320982695364541,0.16836510889093373,0.5106521957445253,0.4076133301270899,10.02138222228939,0.18085900381419093,12.364823612509134,0.6712043062713116,242522259355.86212,0.7934733136280805,0.1884222879063983,1.0,1.0,0.4,0.20652668637191948,245370130633.44623,"{""a"": 3, ""b"": 4, ""c"": 9, ""d"": 6, ""e"": 2, ""f"": 3, ""g"": 1, ""h"": 3, ""i"": 2, ""j"": 2, ""k"": 4, ""l"": 7, ""m"": 1, ""n"": 1, ""o"": 0, ""p"": 5, ""q"": 6, ""r"": 0, ""s"": 8, ""t"": 9, ""u"": 8, ""v"": 5, ""w"": 4, ""x"": 7, ""y"": 0, ""z"": 5}"
90,evolved_rank_90,800,197112053607,747,53,38,91,69548463201,268734626.4188039,52970834088720385332,31,1.491118042857031,15.873957355913227,3.4863261569641306,"{""0"": 176407746980, ""1"": 68072244111, ""2"": 27077112168, ""3"": 25548491293, ""4"": 61293397854, ""5"": 61538926377, ""6"": 0, ""7"": 39898464071, ""8"": 82953413967, ""9"": 19931271939}",0.8587090298421328,0.8587090298421328,0.3489100192243529,0.26838458067830456,0.38270540009734255,0.5187303900278122,9.625451902766157,0.17241959008859278,13.118630795327322,0.5590708550107993,242877889302.81665,0.7665384615384616,0.4615384615384615,0.9,0.9,0.8,0.23346153846153841,246278392090.92648,"{""a"": 4, ""b"": 8, ""c"": 5, ""d"": 5, ""e"": 0, ""f"": 3, ""g"": 7, ""h"": 8, ""i"": 5, ""j"": 2, ""k"": 2, ""l"": 8, ""m"": 4, ""n"": 0, ""o"": 1, ""p"": 1, ""q"": 1, ""r"": 2, ""s"": 7, ""t"": 0, ""u"": 8, ""v"": 9, ""w"": 9, ""x"": 9, ""y"": 7, ""z"": 5}"
91,evolved_rank_91,800,197112053607,745,55,46,101,68630546960,266617108.52511618,52553445788146037250,29,1.4433940573885646,16.843735193747147,3.234107185778725,"{""0"": 139283342062, ""1"": 75855736545, ""2"": 87308251742, ""3"": 76676798496, ""4"": 53774353881, ""5"": 65910510941, ""6"": 1057733422, ""7"": 25548626076, ""8"": 10251257940, ""9"": 27054457655}",0.8786046601107027,0.8786046601107027,0.29559547163133304,0.1530189631512172,0.5513855652174497,0.4371314583944788,9.854023995225592,0.1734120642302236,12.671860731302822,0.5543411108072369,243823574521.20853,0.7434733136280806,0.1884222879063983,1.0,1.0,0.20000000000000007,0.25652668637191944,246434058945.11005,"{""a"": 1, ""b"": 2, ""c"": 8, ""d"": 5, ""e"": 3, ""f"": 7, ""g"": 5, ""h"": 5, ""i"": 4, ""j"": 1, ""k"": 6, ""l"": 9, ""m"": 4, ""n"": 0, ""o"": 2, ""p"": 8, ""q"": 7, ""r"": 0, ""s"": 1, ""t"": 0, ""u"": 3, ""v"": 4, ""w"": 9, ""x"": 3, ""y"": 2, ""z"": 6}"
92,evolved_rank_92,800,197112053607,746,54,41,95,63468107866,112970619.37186216,22267870781642484951,29,1.4434693244548273,19.089711792989874,3.61075752194753,"{""0"": 127120373713, ""1"": 101353037906, ""2"": 508892849, ""3"": 62982484335, ""4"": 39430981611, ""5"": 18003058824, ""6"": 45311482588, ""7"": 38572917206, ""8"": 43277773112, ""9"": 86160066616}",0.8963113884816917,0.8963113884816917,0.37901626963955726,0.25702042992046725,0.3639633004399755,0.6150246491895207,9.883045673283641,0.1746529971193937,12.647533035942493,0.585713217006938,243599052013.9001,0.7272355945207803,0.4925480182640653,1.0,0.9,0.5999999999999999,0.27276440547921965,246922889568.6304,"{""a"": 3, ""b"": 0, ""c"": 5, ""d"": 6, ""e"": 1, ""f"": 7, ""g"": 3, ""h"": 0, ""i"": 4, ""j"": 2, ""k"": 6, ""l"": 5, ""m"": 3, ""n"": 8, ""o"": 0, ""p"": 0, ""q"": 6, ""r"": 6, ""s"": 1, ""t"": 9, ""u"": 7, ""v"": 6, ""w"": 9, ""x"": 2, ""y"": 1, ""z"": 1}"
93,evolved_rank_93,800,197112053607,744,56,47,103,105563377021,401034504.26330036,79048734702604328811,38,1.6126752624158711,19.068031442215787,4.033172492591635,"{""0"": 16153367776, ""1"": 135395900543, ""2"": 64710086927, ""3"": 77737057466, ""4"": 12060228244, ""5"": 61488409627, ""6"": 104374168154, ""7"": 10880858452, ""8"": 25548652797, ""9"": 54372338774}",0.8886225150089845,0.8886225150089845,0.1253297778691829,0.2860112447800363,0.5886589773507808,0.4234323727827522,9.475935920518372,0.17110408499912644,13.292841075645665,0.3870738988043828,244737415180.71768,0.7934733136280805,0.1884222879063983,1.0,1.0,0.4,0.20652668637191948,247157978509.32562,"{""a"": 3, ""b"": 5, ""c"": 4, ""d"": 3, ""e"": 2, ""f"": 8, ""g"": 4, ""h"": 1, ""i"": 6, ""j"": 8, ""k"": 2, ""l"": 7, ""m"": 9, ""n"": 9, ""o"": 6, ""p"": 0, ""q"": 7, ""r"": 5, ""s"": 5, ""t"": 1, ""u"": 0, ""v"": 4, ""w"": 1, ""x"": 2, ""y"": 3, ""z"": 0}"
94,evolved_rank_94,800,197112053607,743,57,44,101,73473532658,544058061.5922978,107240401801901518036,32,1.5619414428548495,20.11712679849113,4.013506175549812,"{""0"": 12569829228, ""1"": 117398594067, ""2"": 89309115432, ""3"": 111708557909, ""4"": 38572032565, ""5"": 102326037497, ""6"": 61293397854, ""7"": 3129057568, ""8"": 10371141763, ""9"": 16043304877}",0.8529870236385328,0.8529870236385328,0.05084781020915262,0.22705696111849985,0.7220952286723475,0.46135375023346425,9.899379757302698,0.1736905461074896,12.72247789953492,0.5365732692322982,245259765505.13412,0.7184733136280805,0.1884222879063983,1.0,0.8999999999999999,0.20000000000000007,0.28152668637191947,247296313954.1726,"{""a"": 6, ""b"": 5, ""c"": 8, ""d"": 9, ""e"": 2, ""f"": 3, ""g"": 0, ""h"": 5, ""i"": 1, ""j"": 4, ""k"": 9, ""l"": 0, ""m"": 6, ""n"": 5, ""o"": 1, ""p"": 7, ""q"": 7, ""r"": 4, ""s"": 2, ""t"": 3, ""u"": 1, ""v"": 8, ""w"": 3, ""x"": 2, ""y"": 4, ""z"": 0}"
95,evolved_rank_95,800,197112053607,733,67,52,119,73365336317,83650549.64938335,16488531626744265014,31,1.5027022943029247,15.580462570990822,3.9424927079822303,"{""0"": 174134935504, ""1"": 76473411701, ""2"": 25104212116, ""3"": 50400127345, ""4"": 69394245412, ""5"": 0, ""6"": 81116920529, ""7"": 62751466933, ""8"": 22836856371, ""9"": 508892849}",0.8283515999680446,0.8283515999680446,0.31035594373219644,0.17648222820382034,0.5131618280639832,0.42598751312470756,9.668951894386348,0.17446066933389587,13.238289385872097,0.5591498096546945,244417789307.58807,0.8072355945207804,0.4925480182640653,0.9,0.9,1.0,0.19276440547921958,247326670583.19556,"{""a"": 7, ""b"": 8, ""c"": 3, ""d"": 0, ""e"": 0, ""f"": 1, ""g"": 1, ""h"": 1, ""i"": 4, ""j"": 9, ""k"": 4, ""l"": 2, ""m"": 2, ""n"": 3, ""o"": 6, ""p"": 2, ""q"": 0, ""r"": 0, ""s"": 4, ""t"": 0, ""u"": 8, ""v"": 4, ""w"": 6, ""x"": 9, ""y"": 7, ""z"": 3}"
96,evolved_rank_96,800,197112053607,722,78,62,140,75882890326,717776309.0666041,141482362310571084168,34,1.6512835005765523,22.806677639861764,4.434799512635976,"{""0"": 115142018735, ""1"": 107398135466, ""2"": 69986332630, ""3"": 67452734744, ""4"": 41628799437, ""5"": 296287, ""6"": 16043304877, ""7"": 13024425913, ""8"": 99681107756, ""9"": 32363912915}",0.8713508870047292,0.8713508870047292,0.2621297474698093,0.3679962502173863,0.3698740023128044,0.372344897835824,9.51109501421426,0.1715833752660247,13.481564590657936,0.5330690370133129,243816439981.92545,0.6615384615384616,0.4615384615384615,1.0,1.0,0.20000000000000007,0.3384615384615384,247399526449.88815,"{""a"": 0, ""b"": 9, ""c"": 3, ""d"": 6, ""e"": 8, ""f"": 1, ""g"": 4, ""h"": 3, ""i"": 4, ""j"": 5, ""k"": 6, ""l"": 8, ""m"": 3, ""n"": 1, ""o"": 0, ""p"": 9, ""q"": 5, ""r"": 1, ""s"": 8, ""t"": 2, ""u"": 7, ""v"": 9, ""w"": 9, ""x"": 4, ""y"": 1, ""z"": 9}"
97,evolved_rank_97,800,197112053607,748,52,42,94,89156658272,1373807427.4702916,270794003289218907904,25,1.8224064429220839,18.367476002935966,4.1371727396687215,"{""0"": 174360500784, ""1"": 13061500869, ""2"": 18114532396, ""3"": 24155802728, ""4"": 68826425909, ""5"": 43250684650, ""6"": 38681168762, ""7"": 113342473430, ""8"": 60116557596, ""9"": 8811421636}",0.8517192399118366,0.8517192399118366,0.32551104372834966,0.1300432177281963,0.544445738543454,0.43210036133241586,9.567909275839995,0.16732804988937827,13.220585532951171,0.4389339204110827,244706929252.20343,0.7184733136280805,0.1884222879063983,1.0,0.8999999999999999,0.20000000000000007,0.28152668637191947,247409564616.53348,"{""a"": 7, ""b"": 3, ""c"": 9, ""d"": 2, ""e"": 7, ""f"": 4, ""g"": 9, ""h"": 8, ""i"": 0, ""j"": 4, ""k"": 5, ""l"": 8, ""m"": 3, ""n"": 4, ""o"": 0, ""p"": 2, ""q"": 1, ""r"": 5, ""s"": 6, ""t"": 0, ""u"": 6, ""v"": 3, ""w"": 5, ""x"": 1, ""y"": 1, ""z"": 2}"
98,evolved_rank_98,800,197112053607,754,46,36,82,63589765861,95901300.724063,18903302329302531406,21,1.452442113047078,17.96155831796513,3.4017739528192283,"{""0"": 85067500705, ""1"": 100598940459, ""2"": 93891482212, ""3"": 91870009965, ""4"": 27223188538, ""5"": 26080175273, ""6"": 3248941391, ""7"": 42559904396, ""8"": 90491677836, ""9"": 1689247985}",0.8743656550853779,0.8743656550853779,0.15417362794177103,0.33958319477193766,0.5062431772862913,0.39894381899188563,9.894018229735272,0.17226503779864766,12.82575619509562,0.6141662290240623,244623988911.1486,0.7184733136280805,0.1884222879063983,1.0,0.9,0.20000000000000007,0.28152668637191947,247502917864.7791,"{""a"": 1, ""b"": 0, ""c"": 1, ""d"": 5, ""e"": 3, ""f"": 8, ""g"": 9, ""h"": 0, ""i"": 7, ""j"": 9, ""k"": 4, ""l"": 2, ""m"": 5, ""n"": 1, ""o"": 8, ""p"": 7, ""q"": 6, ""r"": 0, ""s"": 4, ""t"": 2, ""u"": 2, ""v"": 6, ""w"": 3, ""x"": 4, ""y"": 3, ""z"": 5}"
99,evolved_rank_99,800,197112053607,746,54,46,100,55430083492,84749786.53334844,16705204466343185648,27,1.3485476865203752,20.848842266671298,4.247666487384546,"{""0"": 87308251742, ""1"": 51888080177, ""2"": 102657159078, ""3"": 36960879864, ""4"": 118532843359, ""5"": 39939732034, ""6"": 13024560696, ""7"": 19302656771, ""8"": 88800384087, ""9"": 4306520952}",0.8883511073631806,0.8883511073631806,0.16280672215788958,0.25001456685106543,0.587178710991045,0.3640952484125519,10.045311941886004,0.18122470374194835,12.64322946825357,0.6130636213345634,245458781835.0699,0.7184733136280805,0.1884222879063983,1.0,0.9,0.20000000000000007,0.28152668637191947,247945654911.61215,"{""a"": 1, ""b"": 0, ""c"": 2, ""d"": 3, ""e"": 8, ""f"": 2, ""g"": 1, ""h"": 4, ""i"": 5, ""j"": 1, ""k"": 9, ""l"": 3, ""m"": 3, ""n"": 4, ""o"": 0, ""p"": 7, ""q"": 6, ""r"": 4, ""s"": 8, ""t"": 2, ""u"": 6, ""v"": 9, ""w"": 7, ""x"": 5, ""y"": 0, ""z"": 5}"
